Attribute,Description,Valid Values,Requires,Properties,Required,Parent,Requires Component,Source,
rTg(tauP301L)4510,The mice express a repressible form of human tau containing the P301L mutation that has been linked with familial frontotemporal dementia.,,,,FALSE,modelSystemStrainNomenclature,,http://www.alzforum.org/research-models/rtgtaup301l4510,
B6.129P2-Tyrobptm1lll,Deletion of exons 3 and 4 should result in loss of function of the Tyrobp gene by deleting the transmembrane region and part of the cytoplasmic region.,,,,FALSE,modelSystemStrainNomenclature,,https://www.taconic.com/mouse-model/tyrobp-ko-12665,
Tg(Camk2a-tTA)1Mmay Tg(tetO-MAPT*P301L)#Kha/J,"These bitransgenic mice have tauP301L expression in the forebrain, and that expression can be greatly reduced by administration of the tetracycline analog, doxycycline.",,,,FALSE,modelSystemStrainNomenclature,,https://www.jax.org/strain/024854,
Tg(Prnp-MAPT*P301L)JNPL3Hlmc,The mouse prion protein promoter was used to drive expression of human microtubule-associated protein tau with a P301L substitution. Hemizygous mice mice expressed the protein at levels roughly equivalent to that of endogenous tau.,,,,FALSE,modelSystemStrainNomenclature,,http://www.informatics.jax.org/allele/MGI:3604148,
"B6C3-Tg(APPswe,PSEN1dE9)85Dbo/Mmjax",Double transgenic mice express a chimeric mouse/human amyloid precursor protein (Mo/HuAPP695swe) and a mutant human presenilin 1 (PS1-dE9) both directed to CNS neurons. ,,,,FALSE,modelSystemStrainNomenclature,,https://www.jax.org/strain/004462,
modelSystemStrainNomenclature,,"B6.Cg-Tg(APPswe,PSEN1dE9)85Dbo/Mmjax, C57BL/6J, rTg(tauP301L)4510, B6.129P2-Tyrobptm1lll, Tg(Camk2a-tTA)1Mmay Tg(tetO-MAPT*P301L)#Kha/J, Tg(Prnp-MAPT*P301L)JNPL3Hlmc, B6C3-Tg(APPswe,PSEN1dE9)85Dbo/Mmjax",,,TRUE,neuro,,,
neurofibromatosis,,,,,FALSE,,,,
reportMilestone,"This key represents the milestone for which the report was submitted, a number representing number of months.",,,,TRUE,neurofibromatosis,,,
-/-,Homozygous deletion or mutation of NF2.,,,,FALSE,nf2Genotype,,Sage Bionetworks,
+/-,Heterozygous deletion or mutation,,,,FALSE,nf2Genotype,,Sage Bionetworks,
+/+,Homozygous wild type,,,,FALSE,nf2Genotype,,Sage Bionetworks,
unknown,,,,,FALSE,nf2Genotype,,Sage Bionetworks,
nf2Genotype,"Genotype of NF2 gene, if known","-/-, +/-, +/+, unknown",,,TRUE,neurofibromatosis,,,
-/-,Homozygous deletion or mutation of NF1.,,,,FALSE,nf1Genotype,,Sage Bionetworks,
+/-,Heterozygous deletion or mutation,,,,FALSE,nf1Genotype,,Sage Bionetworks,
+/+,Homozygous wildtype,,,,FALSE,nf1Genotype,,Sage Bionetworks,
unknown,,,,,FALSE,nf1Genotype,,Sage Bionetworks,
nf1Genotype,"Genotype of NF1 gene, if known","-/-, +/-, +/+, unknown",,,TRUE,neurofibromatosis,,,
ngs,,,,,FALSE,,,,
singleEnd,A library preparation that results in the creation of a library of 5' ends of DNA.,,,,FALSE,runType,,Sage Bionetworks,
pairedEnd,A library preparation that results in the creation of a library of the 5' and 3' ends of DNA or cDNA fragments using adaptors and endonucleases. The preparation may or may not include cloning process.,,,,FALSE,runType,,http://purl.obolibrary.org/obo/OBI_0001852,
runType,,"singleEnd, pairedEnd",,,TRUE,ngs,,,
1,One of a pair of sequencing reads in which the two members of the pair are related by originating at either end of a clone insert.,,,,FALSE,readPair,,http://purl.obolibrary.org/obo/SO_0000007,
2,One of a pair of sequencing reads in which the two members of the pair are related by originating at either end of a clone insert.,,,,FALSE,readPair,,http://purl.obolibrary.org/obo/SO_0000007,
readPair,The read of origin,"1, 2",,,TRUE,ngs,,,
isStranded,Whether or not the library is stranded.,,,,TRUE,ngs,,,
inward,Reads face each other,,,,FALSE,readPairOrientation,,Sage Bionetworks,
outward,Reads face away from each other,,,,FALSE,readPairOrientation,,Sage Bionetworks,
matching,Reads face the same direction,,,,FALSE,readPairOrientation,,Sage Bionetworks,
readPairOrientation,The relative orientation of the reads in a paired-end protocol,"inward, outward, matching",,,TRUE,ngs,,,
forward,Read 1 (or unpaired read) comes from the forward strand and read 2 (if applicable) comes from the reverse strand, equivalent to Tophat 'fr-secondstrand' type,,,,FALSE,readStrandOrigin,,Sage Bionetworks
reverse,read 1 (or unpaired read) comes from the reverse strand and read 2 (if applicable) comes from the forward strand, equivalent to Tophat 'fr-firststrand' type,,,,FALSE,readStrandOrigin,,Sage Bionetworks
readStrandOrigin,The strand from which the read originates in a strand-specific protocol,"forward, reverse",,,TRUE,ngs,,,
readLength,The length of the read,,,,TRUE,ngs,,,
rRNAdepletion,Total RNA library with ribosomal RNA depleted.,,,,FALSE,libraryPrep,,Sage Bionetworks,
polyAselection,RNA selection by polyA tail capture,,,,FALSE,libraryPrep,,Sage Bionetworks,
lncRNAenrichment,RNA library enriched for lncRNA,,,,FALSE,libraryPrep,,Sage Bionetworks,
miRNAenrichment,RNA library with size selection for microRNAs,,,,FALSE,libraryPrep,,Sage Bionetworks,
PCRfree,Library preparation without PCR amplification,,,,FALSE,libraryPrep,,Sage Bionetworks,
STARRSeq,Self-transcribing active regulatory region sequencing assay (STARR-Seq),,,,FALSE,libraryPrep,,http://purl.obolibrary.org/obo/OBI_0002041,
DNALibraryConstruction,A DNA library constructed from DNA extracted from cells,,,,FALSE,libraryPrep,,https://www.ebi.ac.uk/ols/ontologies/efo/terms?short_form=EFO_0010172,
libraryPrep,The general strategy by which the library was prepared,"rRNAdepletion, polyAselection, lncRNAenrichment, miRNAenrichment, PCRfree, STARRSeq, DNALibraryConstruction",,,TRUE,ngs,,,
10x,10x Genomics library preparation,,,,FALSE,libraryPreparationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,
CEL-seq,CEL-Seq library preparation,,,,FALSE,libraryPreparationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,
Drop-Seq,Drop-Seq library preparation,,,,FALSE,libraryPreparationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,
Smart-seq2,Smart-seq 2 library preparation,,,,FALSE,libraryPreparationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,
TruSeq,TruSeq library preparation,,,,FALSE,libraryPreparationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,
Smart-seq4,Smart-seq4 library preparation,,,,FALSE,libraryPreparationMethod,,https://www.takarabio.com/products/next-generation-sequencing/single-cell-rna-and-dna-seq/smart-seq-v4-for-mrna-seq,
Omni-ATAC,Omni-ATAC-seq library preparation,,,,FALSE,libraryPreparationMethod,,https://protocolexchange.researchsquare.com/article/nprot-6107/v1,
KAPA,KAPA Stranded RNA-seq Kit,,,,FALSE,libraryPreparationMethod,,https://sequencing.roche.com/en-us/products-solutions/by-category/library-preparation/rna-library-preparation/kapa-stranded-rna-seq-kits.html ,
libraryPreparationMethod,Method by which library was prepared,"10x, CEL-seq, Drop-Seq, Smart-seq2, TruSeq, Smart-seq4, Omni-ATAC, KAPA",,,TRUE,ngs,,,
bulk cell,All cells from bulk sample,,,,FALSE,nucleicAcidSource,,Sage Bionetworks,
single cell,Single cell,,,,FALSE,nucleicAcidSource,,Sage Bionetworks,
bulk nuclei,All nuclei from bulk sample,,,,FALSE,nucleicAcidSource,,Sage Bionetworks,
single nucleus,Single nuclei,,,,FALSE,nucleicAcidSource,,Sage Bionetworks,
mitochondria,Mitochondria only,,,,FALSE,nucleicAcidSource,,Sage Bionetworks,
sorted cells,Sorted cells,,,,FALSE,nucleicAcidSource,,Sage Bionetworks,
sorted nuclei,Sorted nuclei,,,,FALSE,nucleicAcidSource,,Sage Bionetworks,
nucleicAcidSource,,"bulk cell, single cell, bulk nuclei, single nucleus, mitochondria, sorted cells, sorted nuclei",,,TRUE,ngs,,,
 10x_v2,,,,,FALSE,dissociationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,
FACS,,,,,FALSE,dissociationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,
Fluidigm C1,,,,,FALSE,dissociationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,
drop-seq,,,,,FALSE,dissociationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,
inDrop,,,,,FALSE,dissociationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,
mouth pipette,,,,,FALSE,dissociationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,
bulk,,,,,FALSE,dissociationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,
enzymatic,,,,,FALSE,dissociationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,
mechanical,,,,,FALSE,dissociationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,
none,,,,,FALSE,dissociationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json,
dissociationMethod,," 10x_v2, FACS, Fluidigm C1, drop-seq, inDrop, mouth pipette, bulk, enzymatic, mechanical, none",,,TRUE,ngs,,,
chem,,,,,FALSE,,,,
chemicalDatabase,The chemical database from which the data were obtained.,,,,TRUE,chem,,,
target,The role of a molecular entity (protein or nucleic acid) that is the presumed subject of an assay and whose activity is being regulated by an entity with a perturbagen role in that assay.,,,,FALSE,chemicalDataType,,http://www.bioassayontology.org/bao#BAO_0003064,
chemical structure,A representation of the arrangement of atoms and bonds. ,,,,FALSE,chemicalDataType,,http://purl.obolibrary.org/obo/NCIT_C103240,
chemical hashed fingerprint,The chemical hashed fingerprint of a molecule is bit string (a sequence of 0 and 1 digits) that contains information on the structure.,,,,FALSE,chemicalDataType,,https://docs.chemaxon.com/display/docs/Chemical+Hashed+Fingerprint,
complex database,A database with several types of chemical data,,,,FALSE,chemicalDataType,,Sage Bionetworks,
chemical identifier,A chemical identifier is an identifier for a chemical entity,,,,FALSE,chemicalDataType,,http://semanticscience.org/resource/SIO_000728,
chemicalDataType,The type of chemical data in the dataset.,"target, chemical structure, chemical hashed fingerprint, complex database, chemical identifier",,,TRUE,chem,,,
standard,"Considers paths of a given length. These are hashed fingerprints, with a default length of 1024.",,,,FALSE,fingerprintType,,https://www.rdocumentation.org/packages/rcdk/versions/3.4.5/topics/get.fingerprint,
extended,"Similar to the standard type, but takes rings and atomic properties into account into account.",,,,FALSE,fingerprintType,,https://www.rdocumentation.org/packages/rcdk/versions/3.4.5/topics/get.fingerprint,
maccs,The popular 166 bit MACCS keys described by MDL.,,,,FALSE,fingerprintType,,https://www.rdocumentation.org/packages/rcdk/versions/3.4.5/topics/get.fingerprint,
pubchem,881 bit fingerprints defined by PubChem.,,,,FALSE,fingerprintType,,https://www.rdocumentation.org/packages/rcdk/versions/3.4.5/topics/get.fingerprint,
kr,4860 bit fingerprint defined by Klekota and Roth.,,,,FALSE,fingerprintType,,https://www.rdocumentation.org/packages/rcdk/versions/3.4.5/topics/get.fingerprint,
circular,An implementation of the ECFP6 fingerprint.,,,,FALSE,fingerprintType,,https://www.rdocumentation.org/packages/rcdk/versions/3.4.5/topics/get.fingerprint,
fingerprintType,The type of chemical fingerprint used.,"standard, extended, maccs, pubchem, kr, circular",,,TRUE,chem,,,
SMILES,Specification for unambiguously describing the structure of a chemical compound using a short ASCII string.,,,,FALSE,structureFormat,,http://purl.obolibrary.org/obo/MS_1000868,
InChI,A textual identifier for chemical substances designed to provide a standard and human-readable way to encode molecular information that also facilitates searches in printed and electronic data sources.,,,,FALSE,structureFormat,,http://purl.obolibrary.org/obo/NCIT_C54683,
SDF,SDF is one of a family of chemical-data file formats developed by MDL Information Systems, it is intended especially for structural information.,,,,FALSE,structureFormat,,http://edamontology.org/format_3814
structureFormat,The chemical structural representation used.,"SMILES, InChI, SDF",,,TRUE,chem,,,
chemicalStructure,"A linear representation of the chemical structure (SMILES, SMARTS, InChI, InChIKey, etc). Note the format using structureFormat.",,,,TRUE,chem,,,
compoundScreen,,,,,FALSE,,,,
PD0325901,"An orally bioavailable, synthetic organic molecule targeting mitogen-activated protein kinase kinase (MAPK/ERK kinase or MEK) with potential antineoplastic activity. MEK inhibitor PD325901, a derivative of MEK inhibitor CI-1040, selectively binds to and inhibits MEK, which may result in the inhibition of the phosphorylation and activation of MAPK/ERK and the inhibition of tumor cell proliferation. The dual specific threonine/tyrosine kinase MEK is a key component of the RAS/RAF/MEK/ERK signaling pathway that is frequently activated in human tumors.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C52195,
A-1210477,An MCL-1 inhibitor.,,,,FALSE,compoundName,,https://www.ncbi.nlm.nih.gov/mesh/2015744,
ABBVIE1,Internal research compound.,,,,FALSE,compoundName,,Moffitt,
ABBVIE2,Internal research compound.,,,,FALSE,compoundName,,Moffitt,
ABBVIE3,Internal research compound.,,,,FALSE,compoundName,,Moffitt,
ABBVIE4,Internal research compound.,,,,FALSE,compoundName,,Moffitt,
ABBVIE5,Internal research compound.,,,,FALSE,compoundName,,Moffitt,
ABBVIE6,Internal research compound.,,,,FALSE,compoundName,,Moffitt,
ABBVIE7,Internal research compound.,,,,FALSE,compoundName,,Moffitt,
ABBVIE8,Internal research compound.,,,,FALSE,compoundName,,Moffitt,
Venetoclax,"An orally bioavailable, selective small molecule inhibitor of the anti-apoptotic protein Bcl-2, with potential antineoplastic activity.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C103147,
Doxorubicin,An anthracycline antibiotic with antineoplastic activity.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C456,
BI 2536,"A small molecule compound with potential antineoplastic activities. BI 2536 binds to and inhibits Polo-like kinase 1 (Plk1), resulting in mitotic arrest, disruption of cytokinesis, and apoptosis in susceptible tumor cell populations.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C49091,
Bortezomib,"A dipeptide boronic acid analogue with antineoplastic activity. Bortezomib reversibly inhibits the 26S proteasome, a large protease complex that degrades ubiquinated proteins.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C1851,
Carfilzomib,"An epoxomicin derivate with potential antineoplastic activity. Carfilzomib irreversibly binds to and inhibits the chymotrypsin-like activity of the 20S catalytic core subunit of the proteasome, a protease complex responsible for degrading a large variety of cellular proteins.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C52196,
Culture Medium,"A liquid or gel containing nutrients, salts, and other factors formulated to support the growth of microorganisms, cells, or plants.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C85504,
CPD22,"A novel ILK inhibitor, which exhibit[s] high in vitro potency against a panel of prostate and breast cancer cell lines.",,,,FALSE,compoundName,,https://www.ncbi.nlm.nih.gov/pubmed/21823616,
Crizotinib,An orally available aminopyridine-based inhibitor of the receptor tyrosine kinase anaplastic lymphoma kinase (ALK) and the c-Met/hepatocyte growth factor receptor (HGFR) with antineoplastic activity.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C74061,
Curcumin,"A phytopolylphenol pigment isolated from the plant Curcuma longa, commonly known as turmeric, with a variety of pharmacologic properties.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C401,
Daratumumab,A fully human monoclonal antibody directed against the cell surface glycoprotein CD-38 with potential antineoplastic activity.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C74007,
Defactinib,"An orally bioavailable, small-molecule focal adhesion kinase (FAK) inhibitor with potential antiangiogenic and antineoplastic activities.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C79809,
Dexamethasone,A synthetic adrenal corticosteroid with potent anti-inflammatory properties.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C422,
Dinaciclib,"A pyrazolo[1,5-a]pyrimidine with potential antineoplastic activity. Dinaciclib selectively inhibits cyclin dependent kinases CDK1, CDK2, CDK5, and CDK9.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C78854,
DMSO,A highly polar organic liquid that is used widely as a chemical solvent and a free radical scavenger.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C437,
GGTI-2418,A potent and selective peptidomimetic inhibitor of geranylgeranyltransferase I (GGTI).,,,,FALSE,compoundName,,https://www.ncbi.nlm.nih.gov/pubmed/19204084,
INCB054329,An inhibitor of the Bromodomain and Extra-Terminal (BET) family of bromodomain-containing proteins with potential antineoplastic activity.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C121948,
IRAK-1/4 Inhibitor,Interleukin-1 Receptor-Associated-Kinase-1/4 Inhibitor.,,,,FALSE,compoundName,,https://pubchem.ncbi.nlm.nih.gov/compound/IRAK-1_4_Inhibitor,
IgG,An immunoglobulin isotype (subclass) that characterizes secondary immune responses.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C568,
Ixazomib,"An active metabolite of MLN9708, a second generation, boron containing peptide proteasome inhibitor (PI) with potential antineoplastic activity.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C97940,
Selinexor,"An orally available, small molecule inhibitor of CRM1 (chromosome region maintenance 1 protein, exportin 1 or XPO1), with potential antineoplastic activity.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C102546,
Lenalidomide,A thalidomide analog with potential antineoplastic activity.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C2668,
MA7-038,Internal research compound.,,,,FALSE,compoundName,,Moffitt,
Melphalan,A phenylalanine derivative of nitrogen mustard with antineoplastic activity.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C633,
MK2206,An orally bioavailable allosteric inhibitor of the serine/threonine protein kinase Akt (protein kinase B) with potential antineoplastic activity.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C90581,
MTI-101,MTI-101 (cyclized HYD1) binds a CD44 containing complex.,,,,FALSE,compoundName,,https://www.ncbi.nlm.nih.gov/pubmed/24048737,
Panobinostat,A cinnamic hydroxamic acid analogue with potential antineoplastic activity. Panobinostat selectively inhibits histone deacetylase (HDAC).,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C66948,
Pomalidomide,"An orally bioavailable derivative of thalidomide with potential immunomodulating, antiangiogenic and antineoplastic activities.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C72560,
Ponatinib,An orally bioavailable multitargeted receptor tyrosine kinase (RTK) inhibitor with potential antiangiogenic and antineoplastic activities.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C95777,
Ricolinostat,"An orally bioavailable, specific inhibitor of histone deacetylase 6 (HDAC6) with potential antineoplastic activity.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C96431,
Silmitasertib,Silmitasertib selectively binds to and inhibits the enzyme casein kinase II (CK2),,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C98054,
SNS-032,A small aminothiazole molecule and cyclin dependent kinase (CDK) inhibitor with potential antineoplastic activity.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C62523,
SR-3029,Highly selective casein kinase 1delta/1epsilon inhibitor with potent antiproliferative properties.,,,,FALSE,compoundName,,https://www.ncbi.nlm.nih.gov/mesh/67585785,
THZ1,A low nanomolar inhibitor of cell proliferation and biochemical CDK7 activity.,,,,FALSE,compoundName,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4244910/,
UMI-77,An Mcl-1 inhibitor.,,,,FALSE,compoundName,,https://www.ncbi.nlm.nih.gov/mesh/2003359,
Volasertib,A dihydropteridinone Polo-like kinase 1 (Plk1) inhibitor with potential antineoplastic activity.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C79844,
Fimepinostat,"An orally bioavailable inhibitor of both phosphoinositide 3-kinase (PI3K) class I and pan histone deacetylase (HDAC) enzymes, with potential antineoplastic activity.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C104008,
Brigatinib,An orally available inhibitor of receptor tyrosine kinases anaplastic lymphoma kinase (ALK) and the epidermal growth factor receptor (EGFR) with potential antineoplastic activity.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C98831,
Omipalisib,A small-molecule pyridylsulfonamide inhibitor of phosphatidylinositol 3-kinase (PI3K) with potential antineoplastic activity.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C88270,
Simvastatin,A lipid-lowering agent derived synthetically from a fermentation product of the fungus Aspergillus terreus.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C29454,
Dasatinib,An orally bioavailable synthetic small molecule-inhibitor of SRC-family protein-tyrosine kinases.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C38713,
Sapanisertib,An orally bioavailable inhibitor of raptor-mTOR (TOR complex 1 or TORC1) and rictor-mTOR (TOR complex 2 or TORC2) with potential antineoplastic activity.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C90548,
AR-42,"An orally available phenylbutyrate-derived histone deacetylase (HDAC) inhibitor, with potential antineoplastic activity.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C116850,
Axitinib,http://purl.obolibrary.org/obo/NCIT_C38718,,,,FALSE,compoundName,,An orally bioavailable tyrosine kinase inhibitor.,
Selumetinib,"An orally active, small molecule with potential antineoplastic activity. Selumetinib is an ATP-independent inhibitor of mitogen-activated protein kinase kinase (MEK or MAPK/ERK kinase) 1 and 2.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C66939,
Lapatinib,"A synthetic, orally-active quinazoline with potential antineoplastic properties. Lapatinib reversibly blocks phosphorylation of the epidermal growth factor receptor (EGFR), ErbB2, and the Erk-1 and-2 and AKT kinases; it also inhibits cyclin D protein levels in human tumor cell lines and xenografts",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C26653,
Vistusertib,An orally bioavailable inhibitor of the mammalian target of rapamycin (mTOR) with potential antineoplastic activity.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C88329,
Ganetespib,A synthetic small-molecule inhibitor of heat shock protein 90 (Hsp90) with potential antineoplastic activity.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C77872,
Galunisertib,"An orally available, small molecule antagonist of the tyrosine kinase transforming growth factor-beta (TGF-b) receptor type 1 (TGFBR1), with potential antineoplastic activity.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C116891,
GDC-0941 Bismesylate,"The orally bioavailable bismesylate salt of a potent small-molecule thieno[3,2-d]pyrimidine inhibitor of the class I phosphatidylinositol 3 kinase (PI3K) isoforms p100alpha and p100delta with potential antineoplastic activity.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C82380,
Vismodegib,"An orally bioavailable small molecule with potential antineoplastic activity. Hedgehog antagonist GDC-0449 targets the Hedgehog signaling pathway, blocking the activities of the Hedgehog-ligand cell surface receptors PTCH and/or SMO and suppressing Hedgehog signaling. ",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C74038,
AR-12,"An orally bioavailable, small-molecule, celecoxib-derived inhibitor of phosphoinositide-dependent kinase-1 (PDK1) with potential antineoplastic activity. Devoid of any COX inhibiting activity, PDK1 inhibitor AR-12 binds to and inhibits the phosphorylation of 3-phosphoinositide-dependent kinase-1 (PDK-1).",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C88271,
Everolimus,A derivative of the natural macrocyclic lactone sirolimus with immunosuppressant and anti-angiogenic properties.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C48387,
Vorinostat,"A synthetic hydroxamic acid derivative with antineoplastic activity. Vorinostat, a second generation polar-planar compound, binds to the catalytic domain of the histone deacetylases (HDACs).",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C1796,
Perifosine,"An orally active alkyl-phosphocholine compound with potential antineoplastic activity. Targeting cellular membranes, perifosine modulates membrane permeability, membrane lipid composition, phospholipid metabolism, and mitogenic signal transduction, resulting in cell differentiation and inhibition of cell growth.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C1727,
Trametinib,An orally bioavailable inhibitor of mitogen-activated protein kinase kinase (MEK MAPK/ERK kinase) with potential antineoplastic activity.,,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C77908,
GDC-0980,"An orally available agent targeting phosphatidylinositol 3 kinase (PI3K) and mammalian target of rapamycin (mTOR) kinase in the PI3K/mTOR signaling pathway, with potential antineoplastic activity.",,,,FALSE,compoundName,,http://purl.obolibrary.org/obo/NCIT_C91731,
compoundName,,"PD0325901, A-1210477, ABBVIE1, ABBVIE2, ABBVIE3, ABBVIE4, ABBVIE5, ABBVIE6, ABBVIE7, ABBVIE8, Venetoclax, Doxorubicin, BI 2536, Bortezomib, Carfilzomib, Culture Medium, CPD22, Crizotinib, Curcumin, Daratumumab, Defactinib, Dexamethasone, Dinaciclib, DMSO, GGTI-2418, INCB054329, IRAK-1/4 Inhibitor, IgG, Ixazomib, Selinexor, Lenalidomide, MA7-038, Melphalan, MK2206, MTI-101, Panobinostat, Pomalidomide, Ponatinib, Ricolinostat, Silmitasertib, SNS-032, SR-3029, THZ1, UMI-77, Volasertib, Fimepinostat, Brigatinib, Omipalisib, Simvastatin, Dasatinib, Sapanisertib, AR-42, Axitinib, Selumetinib, Lapatinib, Vistusertib, Ganetespib, Galunisertib, GDC-0941 Bismesylate, Vismodegib, AR-12, Everolimus, Vorinostat, Perifosine, Trametinib, GDC-0980",,,TRUE,compoundScreen,,,
PD0325901,"An orally bioavailable, synthetic organic molecule targeting mitogen-activated protein kinase kinase (MAPK/ERK kinase or MEK) with potential antineoplastic activity. MEK inhibitor PD325901, a derivative of MEK inhibitor CI-1040, selectively binds to and inhibits MEK, which may result in the inhibition of the phosphorylation and activation of MAPK/ERK and the inhibition of tumor cell proliferation. The dual specific threonine/tyrosine kinase MEK is a key component of the RAS/RAF/MEK/ERK signaling pathway that is frequently activated in human tumors.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C52195,
A-1210477,An MCL-1 inhibitor.,,,,FALSE,secondCompoundName,,https://www.ncbi.nlm.nih.gov/mesh/2015744,
ABBVIE1,Internal research compound.,,,,FALSE,secondCompoundName,,Moffitt,
ABBVIE2,Internal research compound.,,,,FALSE,secondCompoundName,,Moffitt,
ABBVIE3,Internal research compound.,,,,FALSE,secondCompoundName,,Moffitt,
ABBVIE4,Internal research compound.,,,,FALSE,secondCompoundName,,Moffitt,
ABBVIE5,Internal research compound.,,,,FALSE,secondCompoundName,,Moffitt,
ABBVIE6,Internal research compound.,,,,FALSE,secondCompoundName,,Moffitt,
ABBVIE7,Internal research compound.,,,,FALSE,secondCompoundName,,Moffitt,
ABBVIE8,Internal research compound.,,,,FALSE,secondCompoundName,,Moffitt,
Venetoclax,"An orally bioavailable, selective small molecule inhibitor of the anti-apoptotic protein Bcl-2, with potential antineoplastic activity.",,,,FALSE,secondCompoundName,,http://purl.obolibrary.org/obo/NCIT_C103147,
