Attribute,Description,Valid Values,Requires,Properties,Required,Parent,Requires Component,Source
R01MH110927,2/3 Integrative Genomic Analysis of Human Brain Development and Autism,,,,FALSE,grant,,
R01MH110928,3/3 Integrative Genomic Analysis of Human Brain Development and Autism,,,,FALSE,grant,,
R01MH111721,Integrative Genomics of the Corticolimbic Circuit in Major Depressive Disorder,,,,FALSE,grant,,
R01MH112751,Functional Methylomics Approaches for Schizophrenia in the Frontal Cortex and Hippocampus,,,,FALSE,grant,,
R01MH117291,2/3 Understanding PTSD Through Postmortem Targeted Brain Multi-Omics,,,,FALSE,grant,,
R01MH117292,3/3 Understanding PTSD Through Postmortem Targeted Brain Multi-Omics,,,,FALSE,grant,,
R01MH117293,1/3 Understanding PTSD Through Postmortem Targeted Brain Multi-Omics,,,,FALSE,grant,,
R21MH105853,,,,,FALSE,grant,,
R56MH114899,2/3 Chromatin Regulation During Brain Development and in ASD,,,,FALSE,grant,,
R56MH114901,3/3 Chromatin Regulation During Brain Development and in ASD,,,,FALSE,grant,,
R56MH114911,1/3 Chromatin Regulation During Brain Development and in ASD,,,,FALSE,grant,,
U01DA048279,Functional Genomic Resource and Integrative Model of Dopaminergic Circuitry Associated with Psychiatric Disease,,,,FALSE,grant,,
U01MH103339,Transcriptional and Epigenetic Signatures of Human Brain Development and Autism,,,,FALSE,grant,,
U01MH103340,Genetic Variants Affect Brain Gene Expression and Risks of Psychiatric Disorders,,,,FALSE,grant,,
U01MH116438,Massively Parallel Characterization of Psychiatric Disease Associated Regulatory Elements in Defined Cell Types,,,,FALSE,grant,,
U01MH116441,Dynamic RNA Modifications in Human Brain Development and Autism,,,,FALSE,grant,,
U01MH116442,"The 3D Genome in Transcriptional Regulation Across the Postnatal Life Span, with Implications for Schizophrenia and Bipolar Disorder",,,,FALSE,grant,,
U01MH116487,2/2 Cell Type and Region-Specific Regulatory Networks in Human Brain Development and Disorders,,,,FALSE,grant,,
U01MH116488,1/2 Cell Type and Region-Specific Regulatory Networks in Human Brain Development and Disorders,,,,FALSE,grant,,
U01MH116489,2/2 Discovery and Validation of Neuronal Enhancers Associated with the Development of Psychiatric Disorders,,,,FALSE,grant,,
U01MH116529,"Integrated, Cell Type Specific Functional Genomics Analyses of Regulatory Sequence Elements and Their Dynamic Interaction Networks in Neuropsychiatric Brain Tissues",,,,FALSE,grant,,
U01MH119509,Single Cell Transcriptional and Epigenomic Dissection of Schizophrenia and Bipolar Disease,,,,FALSE,grant,,
individualID,Identifying string linked to the individual or animal being studied,,,,FALSE,PsychENCODE,,
individualIdSource,Database or repository to which individual ID maps,"ABN, BannerSun, Emory, HBTRC, JAX, MSSM, NIMH-HBCC, Penn, Pitt, Rush, Sestan,SMRI, TAA, UCSF,UM-BTB, Yale",,,FALSE,PsychENCODE,,
ABN,Autism Brain Net,,,,FALSE,individualIdSource,,https://www.autismbrainnet.org/
BannerSun,Banner Sun Health Research Institute,,,,FALSE,individualIdSource,,https://www.bannerhealth.com/locations/sun-city/banner-sun-health-research-institute-santa-fe
Emory,Emory University,,,,FALSE,individualIdSource,,https://www.emory.edu/
HBTRC,Harvard Brain Tissue Resource Center,,,,FALSE,individualIdSource,,https://hbtrc.mclean.harvard.edu/
JAX,The Jackson Laboratory,,,,FALSE,individualIdSource,,https://www.jax.org
MSSM,Mount Sinai NIH Brain and Tissue Repository,,,,FALSE,individualIdSource,,http://icahn.mssm.edu/research/labs/neuropathology-and-brain-banking
NIMH-HBCC,The NIH Human Brain Collection Core,,,,FALSE,individualIdSource,,https://www.nimh.nih.gov/labs-at-nimh/research-areas/research-support-services/hbcc/human-brain-collection-core-hbcc.shtml
Penn,"The University of Pennsylvania Alzheimer's Disease Core Center (ADCC), Penn Udall Center and the Center for Neurodegenerative Disease Research (CNDR)",,,,FALSE,individualIdSource,,http://www.med.upenn.edu/cndr/biosamples-brainbank.html
Pitt,The University of Pittsburgh NIH NeuroBioBank Brain and Tissue Repository,,,,FALSE,individualIdSource,,https://neurobiobank.nih.gov/
Rush,Rush Alzheimer's Disease Center,,,,FALSE,individualIdSource,,https://www.radc.rush.edu/
Sestan,"Sestan Lab, Yale School of Medicine",,,,FALSE,individualIdSource,,https://medicine.yale.edu/lab/sestan/
SMRI,Stanley Medical Research Institute,,,,FALSE,individualIdSource,,http://www.stanleyresearch.org/
TAA,Tourette Association of America,,,,FALSE,individualIdSource,,https://tourette.org/
UCSF,University of California - San Francisco,,,,FALSE,individualIdSource,,https://www.ucsf.edu/
UM-BTB,University of Maryland Brain and Tissue Bank,,,,FALSE,individualIdSource,,https://www.medschool.umaryland.edu/btbank/
Yale,Yale School of Medicine,,,,FALSE,individualIdSource,,https://medicine.yale.edu/
IQ,IQ,,,,FALSE,PsychENCODE,,
isMultiIndividual,Boolean flag indicating whether or not a file has data for multiple individuals,"TRUE, FALSE",,,FALSE,PsychENCODE,,
isMultiSpecimen,Boolean flag indicating whether or not a file has data for multiple specimens,"TRUE, FALSE",,,FALSE,PsychENCODE,,
isStranded,Whether or not the library is stranded.,"TRUE, FALSE",,,FALSE,PsychENCODE,,
libraryBatch,Batch library was prepared in,,,,FALSE,PsychENCODE,,
libraryID,Library ID as provided by the lab,,,,FALSE,PsychENCODE,,
libraryPrep,The general strategy by which the library was prepared,"DNALibraryConstruction, IncRNAenrichment, miRNAenrichment, PCRfree, polyAselection, rRNAdepletion, STARRSeq",,,FALSE,PsychENCODE,,
DNALibraryConstruction,A DNA library constructed from DNA extracted from cells,,,,FALSE,libraryPrep,,https://www.ebi.ac.uk/ols/ontologies/efo/terms?short_form=EFO_0010172
lncRNAenrichment,RNA library enriched for lncRNA,,,,FALSE,libraryPrep,,Sage Bionetworks
miRNAenrichment,RNA library with size selection for microRNAs,,,,FALSE,libraryPrep,,Sage Bionetworks
PCRfree,Library preparation without PCR amplification,,,,FALSE,libraryPrep,,Sage Bionetworks
polyAselection,RNA selection by polyA tail capture,,,,FALSE,libraryPrep,,Sage Bionetworks
rRNAdepletion,Total RNA library with ribosomal RNA depleted.,,,,FALSE,libraryPrep,,Sage Bionetworks
STARRSeq,Self-transcribing active regulatory region sequencing assay (STARR-Seq),,,,FALSE,libraryPrep,,http://purl.obolibrary.org/obo/OBI_0002041
libraryPreparationMethod,Method by which library was prepared,"10x, CEL-seq, Drop-Seq, Omni-ATAC, Smart-seq2, Smart-seq4, TruSeq",,,FALSE,libraryPrep,,
10x,10x Genomics library preparation,,,,FALSE,libraryPreparationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json
CEL-seq,CEL-Seq library preparation,,,,FALSE,libraryPreparationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json
Drop-Seq,Drop-Seq library preparation,,,,FALSE,libraryPreparationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json
Omni-ATAC,Omni-ATAC-seq library preparation,,,,FALSE,libraryPreparationMethod,,https://protocolexchange.researchsquare.com/article/nprot-6107/v1
Smart-seq2,Smart-seq 2 library preparation,,,,FALSE,libraryPreparationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json
Smart-seq4,Smart-seq4 library preparation,,,,FALSE,libraryPreparationMethod,,https://www.takarabio.com/products/next-generation-sequencing/single-cell-rna-and-dna-seq/smart-seq-v4-for-mrna-seq
TruSeq,TruSeq library preparation,,,,FALSE,libraryPreparationMethod,,https://github.com/HumanCellAtlas/metadata-schema/blob/master/json_schema/type/process/sequencing/library_preparation_process.json
lotNumber,A distinctive alpha-numeric identification code assigned by the manufacturer or distributor to a specific quantity of manufactured material or product within a batch,,,,FALSE,PsychENCODE,,
mannerOfDeath,The determination of how the inury or disease lead to death,"accident, homicide, natural causes, suicide, undetermined",,,FALSE,PsychENCODE,,
accident,,,,,FALSE,mannerOfDeath,,https://ncim.nci.nih.gov/ncimbrowser/ConceptReport.jsp?dictionary=NCI%20MetaThesaurus&code=C0000924
homicide,,,,,FALSE,mannerOfDeath,,https://ncim.nci.nih.gov/ncimbrowser/ConceptReport.jsp?dictionary=NCI%20MetaThesaurus&code=C3829672
natural causes,,,,,FALSE,mannerOfDeath,,https://ncim.nci.nih.gov/ncimbrowser/ConceptReport.jsp?dictionary=NCI%20Metathesaurus&code=C0277610
suicide,,,,,FALSE,mannerOfDeath,,https://ncim.nci.nih.gov/ncimbrowser/ConceptReport.jsp?dictionary=NCI%20MetaThesaurus&code=C0038661
undetermined,,,,,FALSE,mannerOfDeath,,https://ncim.nci.nih.gov/ncimbrowser/ConceptReport.jsp?dictionary=NCI%20MetaThesaurus&code=CL502663
meanCoverage,Total number of bases covered by ATAC-seq reads/size of genome,,,,FALSE,PsychENCODE,,
meanGCContent,Mean GC content per sample,,,,FALSE,PsychENCODE,,
medianGenes,QC metric,,,,FALSE,PsychENCODE,,
medianUMIs,QC metric,,,,FALSE,PsychENCODE,,
medRecordTox,Is there a medical record toxicology report,"TRUE, FALSE, Unknown",,,FALSE,PsychENCODE,,
metadataType,"For files of dataSubtype: metadata, a description of the type of metadata in the file.","assay, biospecimen, data dictionary, individual, manifest, protocol",,,FALSE,PsychENCODE,,
assay,Metadata describing properites of an assay conducted in the study.,,,,FALSE,metadataType,,Sage Bionetworks
biospecimen,Metadata describing properties of specimens collected and/or analyzed in the study.,,,,FALSE,metadataType,,Sage Bionetworks
data dictionary,Metadata describing terms or variables that appear in another file.,,,,FALSE,metadataType,,Sage Bionetworks
individual,Metadata describing properties of individuals (human or animal) represented in the study.,,,,FALSE,metadataType,,Sage Bionetworks
manifest,Metadata describing a list of files and the annotations terms associated with them.,,,,FALSE,metadataType,,Sage Bionetworks
protocol,"A plan specification which has sufficient level of detail and quantitative information to communicate it between investigation agents, so that different investigation agents will reliably be able to independently reproduce the process.",,,,FALSE,metadataType,,http://purl.obolibrary.org/obo/OBI_0000272
multiconsensusStudyFileID,F-number assigned by Termo Proteome Discoverer software to different batches (plexes) of RAW (direct Thermo mass spectrometer output) files,,,,FALSE,PsychENCODE,,
neuropathDescription,Description of neuropathology,,,,FALSE,PsychENCODE,,
nucleicAcidSource,,"bulk cell, bulk nuclei, mitochondria, single cell, single nucleus, sorted cells, sorted nuclei",,,FALSE,PsychENCODE,,
bulk cell,All cells from bulk sample,,,,FALSE,nucleicAcidSource,,Sage Bionetworks
bulk nuclei,All nuclei from bulk sample,,,,FALSE,nucleicAcidSource,,Sage Bionetworks
mitochondria,Mitochondria only,,,,FALSE,nucleicAcidSource,,Sage Bionetworks
single cell,Single cell,,,,FALSE,nucleicAcidSource,,Sage Bionetworks
single nucleus,Single nuclei,,,,FALSE,nucleicAcidSource,,Sage Bionetworks
sorted cells,Sorted cells,,,,FALSE,nucleicAcidSource,,Sage Bionetworks
sorted nuclei,Sorted nuclei,,,,FALSE,nucleicAcidSource,,Sage Bionetworks
numberCells,QC metric,,,,FALSE,PsychENCODE,,
organ,A unique macroscopic (gross) anatomic structure that performs specific functions. It is composed of various tissues. An organ is part of an anatomic system or a body region.,"blood, bone marrow, brain, breast, Bursa Of Fabricius, cerebrospinal fluid, colon, kidney, lung, lymph node, mammary gland, nerves, nose, ovary, pancreas, prostate, skin, spleen",,,FALSE,PsychENCODE,,
blood,"The fluid that circulates in the heart, arteries, capillaries, and veins of a vertebrate animal carrying nourishment and oxygen to and bringing away waste products from all parts of the body.",,,,FALSE,organ,,http://purl.obolibrary.org/obo/BTO_0000089
bone marrow,"The soft, fatty, vascular tissue that fills most bone cavities and is the source of red blood cells and many white blood cells.",,,,FALSE,organ,,http://purl.obolibrary.org/obo/BTO_0000141
brain,The portion of the vertebrate central nervous system that constitutes the organ of thought and neural coordination.,,,,FALSE,organ,,http://purl.obolibrary.org/obo/BTO_0000142
breast,The fore or ventral part of the body between the neck and the abdomen.,,,,FALSE,organ,,http://purl.obolibrary.org/obo/BTO_0000149
Bursa Of Fabricius,"An epithelial outgrowth of lymphoid tissue in the cloaca of young birds, responsible for B-lymphocyte maturation. It undergoes atrophy and involution at six months of age.",,,,FALSE,organ,,http://purl.obolibrary.org/obo/NCIT_C111141
cerebrospinal fluid,"The serumlike fluid that circulates through the ventricles of the brain, the cavity of the spinal cord, and the subarachnoid space, functioning in shock absorption. A liquid that is comparable to serum but contains less dissolved material, that is secreted from the blood into the lateral ventricles of the brain by the choroid plexus, circulates through the ventricles to the spaces between the meninges about the brain and spinal cord, and is resorbed into the blood through the subarachnoid sinuses, and that serves chiefly to maintain uniform pressure within the brain and spinal cord.",,,,FALSE,organ,,http://purl.obolibrary.org/obo/BTO_0000237
colon,The part of the large intestine that extends from the cecum to the rectum.,,,,FALSE,organ,,http://purl.obolibrary.org/obo/BTO_0000269
kidney,One of the two bean-shaped organs located on each side of the spine in the retroperitoneum.,,,,FALSE,organ,,http://purl.obolibrary.org/obo/NCIT_C12415
lung,One of the usually paired compound saccular thoracic organs that constitute the basic respiratory organ of air-breathing vertebrates.,,,,FALSE,organ,,http://purl.obolibrary.org/obo/BTO_0000763
lymph node,A bean-shaped organ surrounded by a connective tissue capsule.,,,,FALSE,organ,,http://purl.obolibrary.org/obo/NCIT_C12745
mammary gland,"A specialized accessory gland of the skin of mammals that secretes milk. The gland is typically only developed in females, and regresses in males.",,,,FALSE,organ,,http://purl.obolibrary.org/obo/UBERON_0001911
nerves,"Any of the filamentous bands of nervous tissue that connect parts of the nervous system with the other organs, conduct nervous impulses, and are made up of axons and dendrites together with protective and supportive structures.",,,,FALSE,organ,,http://purl.obolibrary.org/obo/BTO_0000925
nose,A structure of special sense serving as an organ of the sense of smell and as an entrance to the respiratory tract.,,,,FALSE,organ,,http://purl.obolibrary.org/obo/NCIT_C12756
ovary,One of the typically paired essential female reproductive organs that produce eggs and in vertebrates female sex hormones.,,,,FALSE,organ,,http://purl.obolibrary.org/obo/BTO_0000975
pancreas,A large lobulated gland of vertebrates that secretes digestive enzymes and the hormones insulin and glucagon.,,,,FALSE,organ,,http://purl.obolibrary.org/obo/BTO_0000988
prostate,Lobular organ the parenchyma of which has as its parts glandular acini which are continuous with the prostatic part of the urethra.,,,,FALSE,organ,,http://purl.obolibrary.org/obo/FMA_9600
skin,The integument of an animal (as a fur-bearing mammal or a bird) separated from the body usually with its hair or feathers.,,,,FALSE,organ,,http://purl.obolibrary.org/obo/BTO_0001253
spleen,"A highly vascular ductless organ that is located in the left abdominal region near the stomach or intestine of most vertebrates and is concerned with final destruction of red blood cells, filtration and storage of blood, and production of lymphocytes.",,,,FALSE,organ,,http://purl.obolibrary.org/obo/BTO_0001281
organRIN,"Organ RIN, as previously measured on organ or region",,,,FALSE,PsychENCODE,,
organWeight,Post-mortem weight of organ (in grams),,,,FALSE,PsychENCODE,,
otherDiagnosis,Secondary diagnosis,,,,FALSE,PsychENCODE,,
otherDiagnosisDetail,Subgroup of secondary diagnosis (DSM 5 or ICD 10 code),,,,FALSE,PsychENCODE,,
otherMedicalDx,Other medical diagnosis,,,,FALSE,PsychENCODE,,
otherMedicalDetail,Subgroup of other medical diagnosis (DSM 5 or ICD 10 code),,,,FALSE,PsychENCODE,,
parent,Synapse ID of the folder to upload to,,,,FALSE,PsychENCODE,,
passage,Number of times a cell culture has been subcultured,,,,FALSE,PsychENCODE,,
path,Directory of the file to be uploaded,,,,FALSE,PsychENCODE,,
pcrCycles,Number of PCR cycles to amplify transposed DNA fragments,,,,FALSE,PsychENCODE,,
pH,,,,,FALSE,PsychENCODE,,
platform,"The specific version (manufacturer, model, etc.) of a technology that is used to carry out a laboratory or computational experiment.","Affy5.0, Affy6.0, Affymetrix Human Gene 1.0 ST Array, AffymetrixU133AB, AffymetrixU133Plus2, Agilent44Karray, Bionano Irys, confocalImaging, GAIIx, HiSeq1000, HiSeq2000, HiSeq2500, HiSeq3000, HiSeq4000, HiSeqX, Illumina MouseWG-6 v2.0 expression beadchip, Illumina NovaSeq 6000, Illumina_1M, Illumina_h650, Illumina_HumanOmni1-Quadv1.0, Illumina_Omni2pt5M, Illumina_Omni5M, IlluminaHumanHap300, IlluminaHumanHT-12_V3_0_R1, IlluminaHumanMethylation450, IlluminaNovaseq6000, IlluminaWholeGenomeDASL, Infinium HumanOmniExpressExome, Infinium Omni2.5Exome-8 v1.3, LTQOrbitrapXL, MiSeq, NanostringnCounter, NanostringnCounter_MouseADPanel, NextSeq500, OrbiTrap Fusion, PacBioRSII, Perlegen300Karray, PsychChip, Q Exactive HF, Q Exactive Plus, SequenomMultiplex",,,FALSE,PsychENCODE,,
Affy5.0,Affymetrix Genome-Wide Human SNP 5.0 Array,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL6804
Affy6.0,Affymetrix Genome-Wide Human SNP 6.0 Array,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL6801
Affymetrix Human Gene 1.0 ST Array,Affymetrix Human Gene 1.0 ST Array [transcript (gene) version] in situ oligonucleotide,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL6244
AffymetrixU133AB,,,,,FALSE,platform,,
AffymetrixU133Plus2,Affymetrix Human Genome U133 Plus 2.0 Array,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL570
Agilent44Karray,,,,,FALSE,platform,,
Bionano Irys,Performs whole genome mapping in a nanoscale fluidic environment enabling the structure of the genome to be imaged and then analyzed at the single molecule level,,,,FALSE,platform,,https://bionanogenomics.com/products/irys/
confocalImaging,,,,,FALSE,platform,,
DNBSEQ,BGI DNBseq,,,,FALSE,platform,,https://www.bgi.com/us/dnbseq-ngs-technology/
GAIIx,,,,,FALSE,platform,,
HiSeq1000,Illumina HiSeq 1000,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL15433
HiSeq2000,Illumina HiSeq 2000,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL11154
HiSeq2500,Illumina HiSeq 2500,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL16791
HiSeq3000,Illumina HiSeq 3000,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL21290
HiSeq4000,Illumina HiSeq 4000,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL20301
HiSeqX,Illumina HiSeq X Platform for whole-genome sequencing,,,,FALSE,platform,,https://www.illumina.com/systems/sequencing-platforms/hiseq-x.html
Illumina MouseWG-6 v2.0 expression beadchip,Whole-genome expression profiling in the mouse,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL6887
Illumina NovaSeq 6000,High-throughput sequencing,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL24676
Illumina_1M,,,,,FALSE,platform,,
Illumina_h650,,,,,FALSE,platform,,
Illumina_HumanOmni1-Quadv1.0,,,,,FALSE,platform,,
Illumina_Omni2pt5M,,,,,FALSE,platform,,
Illumina_Omni5M,,,,,FALSE,platform,,
IlluminaHumanHap300,,,,,FALSE,platform,,
IlluminaHumanHT-12_V3_0_R1,,,,,FALSE,platform,,
IlluminaHumanMethylation450,Illumina HumanMethylation450 BeadChip ,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL13534
IlluminaNovaseq6000,"Illumina Novaseq 6000, high-throughput sequencing",,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL27644.
IlluminaWholeGenomeDASL,Illumina Human Whole-Genome DASL HT,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL13369
Infinium HumanOmniExpressExome,Infinium HumanOmniExpressExome BeadChip,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL18224
Infinium Omni2.5Exome-8 v1.3,Infinium Omni2.5Exome-8 v1.3,,,,FALSE,platform,,https://support.illumina.com/downloads/infinium-omni25exome-8-v1-3-product-files.html
LTQOrbitrapXL,LTQ Orbitrap XL Hybrid Ion Trap-Orbitrap Mass Spectrometer,,,,FALSE,platform,,https://www.thermofisher.com/order/catalog/product/IQLAAEGAAPFADBMAOK
MiSeq,Illumina MiSeq,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL15520
NanostringnCounter,,,,,FALSE,platform,,
NanostringnCounter_MouseADPanel,770 standardized genes covering 30 clinically derived AD-associated modules discovered in the AMP-AD consortium study of human brain tissue.,,,,FALSE,platform,,https://www.nanostring.com/products/gene-expression-panels/gene-expression-panels-overview/ncounter-ad-panels
NextSeq500,Illumina NextSeq 500,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL18573
OrbiTrap Fusion,Thermo Scientific Orbitrap Fusion,,,,FALSE,platform,,http://purl.obolibrary.org/obo/MS_1002416
PacBioRSII,PacBio RS II,,,,FALSE,platform,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL21311
Perlegen300Karray,,,,,FALSE,platform,,
PsychChip,,,,,FALSE,platform,,
Q Exactive HF,Thermo Scientific Q Exactive,,,,FALSE,platform,,http://purl.obolibrary.org/obo/MS_1002523
Q Exactive Plus,Thermo Scientific Q Exactive Plus,,,,FALSE,platform,,http://purl.obolibrary.org/obo/MS_1002634
SequenomMultiplex,,,,,FALSE,platform,,
PMI,Post-mortem interval,,,,FALSE,PsychENCODE,,
PMICertain,"Is PMI certain, i.e. is time of death known","TRUE, FALSE, Unknown",,,FALSE,PsychENCODE,,
postmortem,Was tissue biopsied or sampled after death,"TRUE, FALSE, Unknown",,,FALSE,PsychENCODE,,
postmortemTox,Were toxicology tests performed on post-mortem tissue,"TRUE, FALSE, Unknown",,,FALSE,PsychENCODE,,
postmortemToxSource,Tissue used for post-mortem toxicology tests,,,,FALSE,PsychENCODE,,
primaryDiagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,"Affective Disorder, Alzheimer Disease, Autism Spectrum Disorder, Bipolar Disorder, Bladder Cancer, Brain Cancer, Breast Cancer, Cervical Cancer, Colon Cancer, Fibrocystic Breast Disease, Juvenile Myelomonocytic Leukemia, Leukemia, Lung Cancer, mild cognitive impairment, Neurofibromatosis 1, Neurofibromatosis 2, Not Applicable, Ovary Cancer, Pancreatic Cancer, progressive supranuclear palsy, Prostate Cancer, Schizophrenia, Skin Cancer, Tourette Syndrome",,,FALSE,PsychENCODE,,
Affective Disorder,Change in mood is the main underlying feature of these disorders.,,,,FALSE,primaryDiagnosis,,Sage Bionetworks
Alzheimer Disease,"(AD) - Alzheimer disease is a neurodegenerative disorder characterized by progressive dementia, loss of cognitive abilities, and deposition of fibrillar amyloid proteins as intraneuronal neurofibrillary tangles, extracellular amyloid plaques and vascular amyloid deposits.",,,,FALSE,primaryDiagnosis,,https://www.ebi.ac.uk/ols/ontologies/cco/terms?iri=http%3A%2F%2Fidentifiers.org%2Fomim%2F104300
Autism Spectrum Disorder,"Wide continuum of associated cognitive and neurobehavioral disorders, including, but not limited to, three core-defining features: impairments in socialization, impairments in verbal and nonverbal communication, and restricted and repetitive patterns of behaviors.",,,,FALSE,primaryDiagnosis,,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0003756
Bipolar Disorder,"A mood disorder formerly characterised by alternating periods of mania and depression (and in some cases rapid cycling, mixed states, and psychotic symptoms).",,,,FALSE,primaryDiagnosis,,https://www.ebi.ac.uk/ols/ontologies/nbo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FNBO_0000258
Bladder Cancer,A malignancy originating in tissues of the urinary bladder.,,,,FALSE,primaryDiagnosis,,http://identifiers.org/omim/109800
Brain Cancer,A central nervous system cancer that is characterized by the growth of abnormal cells in the tissues of the brain.,,,,FALSE,primaryDiagnosis,,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_1319
Breast Cancer,(BC) - A common malignancy originating from breast epithelial tissue.,,,,FALSE,primaryDiagnosis,,https://www.ebi.ac.uk/ols/ontologies/cco/terms?iri=http%3A%2F%2Fidentifiers.org%2Fomim%2F114480
Cervical Cancer," A malignant neoplasm of the cervix, typically originating from a dysplastic or premalignant lesion previously present at the active squamocolumnar junction. The transformation from mild dysplastic to invasive carcinoma generally occurs slowly within several years, although the rate of this process varies widely.",,,,FALSE,primaryDiagnosis,,http://identifiers.org/omim/603956
Colon Cancer,A colorectal cancer that is located_in the colon.,,,,FALSE,primaryDiagnosis,,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_219
Fibrocystic Breast Disease,breast fibrocystic disease is a benign mammary displasia characterised by breast discomfort and 'lumpiness'.,,,,FALSE,primaryDiagnosis,,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0003014
Juvenile Myelomonocytic Leukemia,"A myelodysplastic/myeloproliferative neoplasm of childhood that is characterized by proliferation principally of the granulocytic and monocytic lineages. Myelomonocytic proliferation is seen in the bone marrow and the blood. The leukemic cells may infiltrate any tissue, however liver, spleen, lymph nodes, skin, and respiratory tract are the most common sites of involvement.",,,,FALSE,primaryDiagnosis,,http://purl.obolibrary.org/obo/NCIT_C9233
Leukemia,"A malignant (clonal) hematologic disorder, involving hematopoietic stem cells and characterized by the presence of primitive or atypical myeloid or lymphoid cells in the bone marrow and the blood. Leukemias are classified as acute or chronic based on the degree of cellular differentiation and the predominant cell type present. Leukemia is usually associated with anemia, fever, hemorrhagic episodes, and splenomegaly.",,,,FALSE,primaryDiagnosis,,http://purl.obolibrary.org/obo/NCIT_C3161
Lung Cancer,A respiratory system cancer that is located_in the lung.,,,,FALSE,primaryDiagnosis,,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_1324
mild cognitive impairment,Diminished or impaired mental and/or intellectual function.,,,,FALSE,primaryDiagnosis,,http://purl.obolibrary.org/obo/OMIT_0027843
Neurofibromatosis 1,"(NF1) - A disease characterized by patches of skin pigmentation (cafe-au-lait spots), Lisch nodules of the iris, tumors in the peripheral nervous system and fibromatous skin tumors. Individuals with the disorder have increased susceptibility to the development of benign and malignant tumors.",,,,FALSE,primaryDiagnosis,,
Neurofibromatosis 2,"(NF2) - Genetic disorder characterized by bilateral vestibular schwannomas (formerly called acoustic neuromas), schwannomas of other cranial and peripheral nerves, meningiomas, and ependymomas. It is inherited in an autosomal dominant fashion with full penetrance.",,,,FALSE,primaryDiagnosis,,https://www.ebi.ac.uk/ols/ontologies/cco/terms?iri=http%3A%2F%2Fidentifiers.org%2Fomim%2F101000
Not Applicable,,,,,FALSE,primaryDiagnosis,,
Ovary Cancer,An ovarian cancer that is derives_from ovarian surface epithelium.,,,,FALSE,primaryDiagnosis,,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_2152
Pancreatic Cancer,An endocrine gland cancer located_in the pancreas.,,,,FALSE,primaryDiagnosis,,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_1793
